PeriodoInforme,RUT,RazonSocial,Planta,Punto de Descarga,Norma,Parametro,Tipo Muestra,Limite exigido,Unidad,Frecuencia exigida,RPM,Fecha emisión RPM
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Temperatura,PUNTUAL,35,°C,12.0,3456,2009-09-24
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Tetracloroeteno,COMPUESTO,"0,04",mg/L,1.0,3456,2009-09-24
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Tolueno,COMPUESTO,"0,7",mg/L,1.0,3456,2009-09-24
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Triclorometano,COMPUESTO,"0,2",mg/L,1.0,3456,2009-09-24
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Xileno,COMPUESTO,"0,5",mg/L,1.0,3456,2009-09-24
2024-04-01,  79868770-0,EMPRESAS LOURDES S A,EMPRESAS LOURDES S.A.,PUNTO 2 PER. VENDIMIA,DS 90,Zinc,COMPUESTO,3,mg/L,1.0,3456,2009-09-24
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Aluminio,COMPUESTO,1,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Arsénico,COMPUESTO,"0,2",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Cadmio,COMPUESTO,"0,02",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Cianuro,COMPUESTO,"0,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Cobre ,COMPUESTO,"0,1",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Cromo Total,COMPUESTO,"2,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Estaño,COMPUESTO,"0,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Fluoruro,COMPUESTO,1,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Fósforo,COMPUESTO,2,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Hidrocarburos Totales,COMPUESTO,5,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Hierro Disuelto,COMPUESTO,2,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Indice Fenol ,COMPUESTO,"0,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Manganeso,COMPUESTO,"0,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Mercurio,COMPUESTO,"0,005",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Molibdeno,COMPUESTO,"0,07",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Níquel,COMPUESTO,"0,5",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Nitrógeno Total ,COMPUESTO,10,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Plomo,COMPUESTO,"0,2",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,SAAM,COMPUESTO,10,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Selenio,COMPUESTO,"0,01",mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Sólidos Sedimentables,COMPUESTO,5,ml/L/h,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Sulfato,COMPUESTO,1000,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Sulfuro,COMPUESTO,1,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Temperatura,PUNTUAL,30,°C,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 1 ESTERO HUILILCO (RILes),DS 90,Zinc,COMPUESTO,5,mg/L,1.0,2511,2020-12-21
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Aluminio,COMPUESTO,1,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Arsénico,COMPUESTO,"0,2",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Cadmio,COMPUESTO,"0,02",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Cianuro,COMPUESTO,"0,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Cobre ,COMPUESTO,"0,1",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Cromo Total,COMPUESTO,"2,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Estaño,COMPUESTO,"0,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Fluoruro,COMPUESTO,1,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Fósforo,COMPUESTO,2,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Hidrocarburos Totales,COMPUESTO,5,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Hierro Disuelto,COMPUESTO,2,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Indice Fenol ,COMPUESTO,"0,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Manganeso,COMPUESTO,"0,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Mercurio,COMPUESTO,"0,005",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Molibdeno,COMPUESTO,"0,07",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Níquel,COMPUESTO,"0,5",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Nitrógeno Total ,COMPUESTO,10,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Plomo,COMPUESTO,"0,2",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,SAAM,COMPUESTO,10,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Selenio,COMPUESTO,"0,01",mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Sólidos Sedimentables,COMPUESTO,5,ml/L/h,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Sulfato,COMPUESTO,1000,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Sulfuro,COMPUESTO,1,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Temperatura,PUNTUAL,30,°C,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CATRIPULLI,PUNTO 2 ESTERO HUILILCO (Aguas servidas),DS 90,Zinc,COMPUESTO,5,mg/L,1.0,1361,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Aluminio,COMPUESTO,1,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Arsénico,COMPUESTO,"0,2",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Cadmio,COMPUESTO,"0,02",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Cianuro,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Cobre ,COMPUESTO,"0,1",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Cromo Total,COMPUESTO,"2,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Estaño,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Fluoruro,COMPUESTO,1,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Fósforo,COMPUESTO,2,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Hidrocarburos Totales,COMPUESTO,5,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Hierro Disuelto,COMPUESTO,2,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Indice Fenol ,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Manganeso,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Mercurio,COMPUESTO,"0,005",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Molibdeno,COMPUESTO,"0,07",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Níquel,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Nitrógeno Total ,COMPUESTO,10,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Plomo,COMPUESTO,"0,2",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,SAAM,COMPUESTO,10,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Selenio,COMPUESTO,"0,01",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Sólidos Sedimentables,COMPUESTO,5,ml/L/h,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Sulfato,COMPUESTO,1000,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Sulfuro,COMPUESTO,1,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Temperatura,PUNTUAL,30,°C,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 1 ESTERO HUILILCO (Riles),DS 90,Zinc,COMPUESTO,5,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Aluminio,COMPUESTO,1,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Arsénico,COMPUESTO,"0,2",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Cadmio,COMPUESTO,"0,02",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Cianuro,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Cobre ,COMPUESTO,"0,1",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Cromo Total,COMPUESTO,"2,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Estaño,COMPUESTO,"0,5",mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Fluoruro,COMPUESTO,1,mg/L,1.0,1360,2020-08-06
2024-04-01,  79872420-7,EXPORTADORA LOS FIORDOS LIMITADA,PISCICULTURA CURARREHUE,PUNTO 2 ESTERO SANTA ROSA (Aguas servidas),DS 90,Fósforo,COMPUESTO,2,mg/L,1.0,1360,2020-08-06
