id,PeriodoInforme,RUT,RazonSocial,Planta,PuntoDeDescarga,CuerpoReceptor,Norma,Muestra,Parametro,Unidad,ValorReportado,TipoDeControl,Laboratorio,UnidadFiscalizable,departamento,ComunaId,comuna,NombreCategoria,NombreSubCategoria,Direccion,NumeroRCA,FechaRCA
5985,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,Aceites y Grasas,mg/L,140.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5986,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,DBO5,mgO2/L,90.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5987,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,Manganeso,mg/L,101.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5988,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344024,pH,Unidad,80.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5989,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,Plomo,mg/L,12.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5990,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,Poder Espumógeno ,mm,8.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5991,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,171988,Sólidos Suspendidos Totales,mg/L,90.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5992,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344028,Temperatura,°C,148.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5993,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344029,Caudal,m3/dia,652.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5994,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344030,pH,Unidad,68.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5995,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344031,Temperatura,°C,191.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5996,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344032,Caudal,m3/dia,481.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5997,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344033,pH,Unidad,75.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5998,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344034,Temperatura,°C,155.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
5999,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344035,Caudal,m3/dia,938.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6000,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344036,pH,Unidad,75.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6001,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344037,Temperatura,°C,153.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6002,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344038,Caudal,m3/dia,622.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6003,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344039,pH,Unidad,75.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6004,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344040,Temperatura,°C,153.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6005,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344041,Caudal,m3/dia,656.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6006,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344042,pH,Unidad,75.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6007,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344043,Temperatura,°C,156.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6008,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344044,Caudal,m3/dia,838.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6009,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344046,pH,Unidad,75.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6010,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344047,Temperatura,°C,154.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6011,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344048,Caudal,m3/dia,1157.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6012,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344049,pH,Unidad,70.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6013,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344050,Temperatura,°C,168.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6014,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344051,Caudal,m3/dia,567.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6015,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344052,pH,Unidad,80.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6016,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344053,Temperatura,°C,148.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6017,01-06-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6344054,Caudal,m3/dia,652.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
6018,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260414,Temperatura,°C,174.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6019,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260415,Temperatura,°C,174.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6020,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260416,Temperatura,°C,175.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6021,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260417,Temperatura,°C,173.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6022,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260418,Temperatura,°C,173.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6023,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260419,Temperatura,°C,175.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6024,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260420,Temperatura,°C,177.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6025,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260421,Temperatura,°C,176.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6026,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260422,pH,Unidad,72.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6027,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260423,pH,Unidad,71.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6028,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260424,pH,Unidad,71.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6029,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260425,pH,Unidad,71.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6030,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260426,pH,Unidad,72.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6031,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260427,pH,Unidad,72.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6032,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260428,pH,Unidad,71.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6033,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6260429,pH,Unidad,71.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6034,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Aluminio,mg/L,17.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6035,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Hierro Disuelto,mg/L,453.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6036,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Mercurio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6037,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Plomo,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6038,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Tolueno,mg/L,3.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6039,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,170336,Xileno,mg/L,3.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
6040,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Hidrocarburos Totales,mg/L,13556.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6041,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Hidrocarburos Volatiles,mg/L,8079.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6042,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Níquel,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6043,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Plomo,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6044,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Selenio,mg/L,7.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6045,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,170592,Zinc,mg/L,11.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6046,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6272258,pH,Unidad,72.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6047,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6272259,pH,Unidad,72.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
6048,01-06-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6272260,pH,Unidad,73.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
